Year,Population,Season,Line#,Treatment,TechRep,Load (log[count/mL])
2014,PA,Fall,17,EF,1,1.479777565
2014,VA,Fall,4,EF,3,1.479777565
2014,PA,Fall,2,EF,3,1.481868068
2014,PA,Fall,5,EF,2,1.491890396
2014,VA,Fall,6,EF,3,1.527354454
2014,VA,Fall,17,EF,1,1.528110408
2014,PA,Fall,19,EF,2,1.529236988
2014,VA,Fall,15,EF,1,1.535460455
2014,VA,Fall,2,EF,2,1.542455286
2014,VA,Fall,10,EF,3,1.571163514
2014,PA,Fall,11,EF,1,1.575575736
2014,VA,Fall,9,EF,2,1.594157541
2014,MA,Fall,7,EF,1,1.597230216
2014,VA,Fall,19,EF,1,1.616473138
2014,VA,Fall,9,EF,1,1.62051147
2014,VA,Fall,13,EF,3,1.651735513
2014,VA,Fall,2,EF,1,1.691848987
2014,PA,Fall,4,EF,2,1.705757099
2014,VA,Fall,19,EF,3,1.707950547
2014,VA,Fall,17,EF,2,1.712240189
2014,VA,Fall,12,EF,3,1.731966551
2014,MA,Fall,5,EF,3,1.743482974
2014,MA,Fall,1,EF,2,1.743482974
2014,VA,Fall,9,EF,3,1.74767935
2014,VA,Fall,6,EF,2,1.74767935
2014,VA,Fall,12,EF,1,1.751757502
2014,PA,Fall,7,EF,1,1.76110041
2014,PA,Fall,14,EF,3,1.762600577
2014,PA,Fall,4,EF,3,1.775445287
2014,MA,Fall,20,EF,2,1.781464091
2014,VA,Fall,2,EF,1,1.789738619
2014,PA,Fall,13,EF,2,1.796978369
2014,PA,Fall,19,EF,1,1.805546836
2014,PA,Fall,16,EF,2,1.813110898
2014,VA,Fall,2,EF,3,1.815201401
2014,PA,Fall,1,EF,2,1.823274005
2014,MA,Fall,6,EF,3,1.835501677
2014,PA,Fall,6,EF,1,1.854888688
2014,PA,Fall,20,EF,3,1.861820243
2014,PA,Fall,4,EF,1,1.861820243
2014,PA,Fall,3,EF,2,1.862570322
2014,PA,Fall,10,EF,1,1.864797517
2014,MA,Fall,18,EF,1,1.869151674
2014,VA,Fall,16,EF,1,1.87441643
2014,VA,Fall,6,EF,3,1.896732027
2014,PA,Fall,20,EF,2,1.906719768
2014,VA,Fall,12,EF,2,1.951435347
2014,VA,Fall,18,EF,1,1.969673618
2014,VA,Fall,3,EF,3,1.97038587
2014,MA,Fall,6,EF,2,1.971094634
2014,PA,Fall,11,EF,1,1.975275858
2014,VA,Fall,11,EF,1,1.976643187
2014,MA,Fall,1,EF,1,1.987140365
2014,VA,Fall,14,EF,3,1.995888755
2014,VA,Fall,2,EF,3,2.113333333
2014,VA,Fall,5,EF,2,2.113333333
2014,MA,Fall,2,EF,1,2.113333333
2014,VA,Fall,14,EF,3,2.113333333
2014,MA,Fall,5,EF,2,2.113333333
2014,VA,Fall,18,EF,3,2.113333333
2014,MA,Fall,16,EF,3,2.113333333
2014,VA,Fall,16,EF,2,2.113333333
2014,PA,Fall,8,EF,1,2.113333333
2014,VA,Fall,20,EF,2,2.113333333
2014,VA,Fall,7,EF,2,2.113333333
2014,MA,Fall,17,EF,2,2.113333333
2014,MA,Fall,15,EF,1,2.113333333
2014,VA,Fall,11,EF,3,2.113333333
2014,VA,Fall,13,EF,1,2.113333333
2014,VA,Fall,14,EF,2,2.113333333
2014,PA,Fall,6,EF,2,2.113333333
2014,MA,Fall,7,EF,1,2.113333333
2014,VA,Fall,1,EF,2,2.113333333
2014,VA,Fall,9,EF,2,2.113333333
2014,VA,Fall,6,EF,2,2.113333333
2014,MA,Fall,3,EF,2,2.113333333
2014,PA,Fall,3,EF,1,2.113333333
2014,MA,Fall,13,EF,3,2.113333333
2014,VA,Fall,4,EF,1,2.113333333
2014,MA,Fall,2,EF,2,2.113333333
2014,PA,Fall,21,EF,2,2.113333333
2014,MA,Fall,13,EF,1,2.113333333
2014,VA,Fall,10,EF,2,2.113333333
2014,VA,Fall,18,EF,2,2.113333333
2014,MA,Fall,8,EF,2,2.113333333
2014,VA,Fall,8,EF,2,2.113333333
2014,VA,Fall,6,EF,1,2.113333333
2014,MA,Fall,12,EF,3,2.113333333
2014,MA,Fall,10,EF,1,2.113333333
2014,VA,Fall,6,EF,1,2.113333333
2014,PA,Fall,12,EF,1,2.113333333
2014,VA,Fall,13,EF,2,2.113333333
2014,PA,Fall,5,EF,1,2.113333333
2014,MA,Fall,4,EF,2,2.113333333
2014,VA,Fall,20,EF,1,2.113333333
2014,PA,Fall,21,EF,1,2.113333333
2014,PA,Fall,20,EF,1,2.113333333
2014,PA,Fall,10,EF,1,2.113333333
2014,VA,Fall,16,EF,3,2.113333333
2014,PA,Fall,2,EF,2,2.113333333
2014,MA,Fall,9,EF,1,2.113333333
2014,VA,Fall,11,EF,3,2.113333333
2014,VA,Fall,7,EF,2,2.113333333
2014,VA,Fall,2,EF,2,2.113333333
2014,VA,Fall,3,EF,2,2.113333333
2014,PA,Fall,15,EF,1,2.113333333
2014,PA,Fall,14,EF,1,2.113333333
2014,MA,Fall,4,EF,1,2.113333333
2014,PA,Fall,7,EF,2,2.113333333
2014,PA,Fall,13,EF,1,2.113333333
2014,PA,Fall,1,EF,3,2.113333333
2014,PA,Fall,16,EF,1,2.113333333
2014,VA,Fall,16,EF,1,2.113333333
2014,MA,Fall,11,EF,1,2.113333333
2014,VA,Fall,7,EF,1,2.113333333
2014,VA,Fall,7,EF,3,2.113333333
2014,MA,Fall,18,EF,1,2.113333333
2014,PA,Fall,16,EF,2,2.113333333
2014,MA,Fall,5,EF,1,2.113333333
2014,MA,Fall,1,EF,3,2.113333333
2014,VA,Fall,5,EF,1,2.113333333
2014,PA,Fall,5,EF,3,2.113333333
2014,VA,Fall,11,EF,1,2.113333333
2014,MA,Fall,18,EF,2,2.113333333
2014,VA,Fall,15,EF,2(2),2.113333333
2014,MA,Fall,8,EF,1,2.113333333
2014,PA,Fall,21,EF,1,2.113333333
2014,VA,Fall,7,EF,3,2.113333333
2014,MA,Fall,20,EF,1,2.113333333
2014,VA,Fall,8,EF,1,2.113333333
2014,MA,Fall,16,EF,1,2.113333333
2014,PA,Fall,17,EF,3,2.113333333
2014,MA,Fall,10,EF,1,2.113333333
2014,PA,Fall,11,EF,3,2.113333333
2014,VA,Fall,5,EF,3,2.113333333
2014,VA,Fall,11,EF,2,2.113333333
2014,VA,Fall,15,EF,2,2.113333333
2014,MA,Fall,15,EF,2,2.113333333
2014,PA,Fall,6,EF,3,2.113333333
2014,VA,Fall,18,EF,2,2.113333333
2014,PA,Fall,11,EF,2,2.113333333
2014,MA,Fall,9,EF,3,2.113333333
2014,MA,Fall,13,EF,3,2.113333333
2014,MA,Fall,14,EF,1,2.113333333
2014,MA,Fall,12,EF,1,2.113333333
2014,VA,Fall,17,EF,3,2.113333333
2014,PA,Fall,20,EF,1,2.113333333
2014,PA,Fall,7,EF,3,2.113333333
2014,PA,Fall,21,EF,2,2.113333333
2014,VA,Fall,11,EF,2,2.113333333
2014,PA,Fall,17,EF,1,2.113333333
2014,MA,Fall,14,EF,2,2.113333333
2014,MA,Fall,17,EF,1,2.113333333
2014,MA,Fall,8,EF,3,2.113333333
2014,MA,Fall,1,EF,2,2.113333333
2014,MA,Fall,6,EF,1,2.113333333
2014,MA,Fall,5,EF,1(2),2.113333333
2014,PA,Fall,10,EF,2,2.113333333
2014,MA,Fall,12,EF,2,2.113333333
2014,MA,Fall,5,EF,2,2.113333333
2014,MA,Fall,19,EF,1,2.113333333
2014,PA,Fall,7,EF,2,2.113333333
2014,MA,Fall,10,EF,3(2),2.113333333
2014,PA,Fall,9,EF,2,2.113333333
2014,PA,Fall,16,EF,3,2.113333333
2014,MA,Fall,12,EF,2,2.113333333
2014,MA,Fall,19,EF,2,2.113333333
2014,MA,Fall,1,EF,3,2.113333333
2014,PA,Fall,9,EF,1,2.113333333
2014,MA,Fall,4,EF,1,2.113333333
2014,VA,Fall,4,EF,1,2.113333333
2014,VA,Fall,9,EF,3,2.113333333
2014,VA,Fall,1,EF,1,2.113333333
2014,VA,Fall,13,EF,2,2.113333333
2014,VA,Fall,12,EF,2,2.113333333
2014,VA,Fall,10,EF,2,2.113333333
2014,MA,Fall,16,EF,1,2.113333333
2014,PA,Fall,7,EF,1,2.113333333
2014,MA,Fall,11,EF,2,2.113333333
2014,MA,Fall,4,EF,2,2.113333333
2014,VA,Fall,19,EF,2,2.113333333
2014,VA,Fall,14,EF,2,2.113333333
2014,VA,Fall,20,EF,1,2.113333333
2014,MA,Fall,13,EF,2,2.113333333
2014,PA,Fall,12,EF,2,2.113333333
2014,MA,Fall,7,EF,2,2.113333333
2014,VA,Fall,17,EF,2,2.113333333
2014,PA,Fall,10,EF,2,2.113333333
2014,VA,Fall,19,EF,3,2.113333333
2014,PA,Fall,4,EF,2,2.113333333
2014,MA,Fall,1,EF,1,2.113333333
2014,PA,Fall,5,EF,2,2.113333333
2014,VA,Fall,19,EF,1,2.113333333
2014,MA,Fall,15,EF,3,2.113333333
2014,VA,Fall,19,EF,2,2.113333333
2014,PA,Fall,2,EF,1,2.113333333
2014,MA,Fall,11,EF,2,2.113333333
2014,VA,Fall,5,EF,1,2.113333333
2014,VA,Fall,15,EF,3,2.113333333
2014,MA,Fall,13,EF,2,2.113333333
2014,VA,Fall,15,EF,1,2.113333333
2014,MA,Fall,9,EF,2,2.113333333
2014,VA,Fall,20,EF,2,2.113333333
2014,VA,Fall,1,EF,2,2.113333333
2014,PA,Fall,15,EF,2,2.113333333
2014,MA,Fall,7,EF,2,2.113333333
2012,MA,Spring,3,EF,1,0
2012,MA,Spring,10,EF,1,0
2012,VA,Spring,11,EF,1,0
2012,MA,Spring,15,EF,1,0
2012,VA,Spring,18,EF,3,0
2012,MA,Spring,19,EF,1,0
2012,MA,Spring,20,EF,1,0
2012,PA,Spring,20,EF,2,0
2012,PA,Spring,20,EF,3,0
2012,PA,Fall,22,EF,1,0
2012,MA,Fall,22,EF,3,0
2012,PA,Fall,24,EF,1(2),0
2012,MA,Fall,26,EF,1,0
2012,VA,Fall,28,EF,5,0
2012,VA,Fall,28,EF,4,0
2012,MA,Fall,28,EF,2,0
2012,VA,Fall,30,EF,2,0
2012,MA,Fall,32,EF,3,0
2012,MA,Fall,34,EF,3,0
2012,MA,Fall,35,EF,3,0
2012,VA,Fall,38,EF,1,0
2012,VA,Fall,38,EF,2,0
2012,PA,Fall,39,EF,1,0
2012,MA,Fall,39,EF,3,0
2012,VA,Fall,40,EF,3,0
2012,MA,Spring,12,EF,3,0
2012,MA,Spring,14,EF,1,0
2012,MA,Spring,14,EF,1,0
2012,MA,Spring,16,EF,1,0
2012,MA,Spring,16,EF,2,0
2012,MA,Spring,18,EF,1,0
2012,MA,Spring,18,EF,2,0
2012,MA,Spring,2,EF,3,0
2012,MA,Spring,20,EF,1,0
2012,MA,Spring,20,EF,2,0
2012,MA,Spring,20,EF,2,0
2012,MA,Spring,20,EF,3,0
2012,MA,Spring,3,EF,2,0
2012,MA,Spring,6,EF,1,0
2012,MA,Spring,6,EF,3,0
2012,MA,Spring,9,EF,1,0
2012,MA,Spring,9,EF,2,0
2012,PA,Spring,1,EF,3,0
2012,PA,Spring,10,EF,1,0
2012,PA,Spring,10,EF,3,0
2012,PA,Spring,11,EF,1,0
2012,PA,Spring,11,EF,1,0
2012,PA,Spring,11,EF,3,0
2012,PA,Spring,12,EF,1,0
2012,PA,Spring,12,EF,2,0
2012,PA,Spring,12,EF,2,0
2012,PA,Spring,12,EF,3,0
2012,PA,Spring,13,EF,3,0
2012,PA,Spring,14,EF,3,0
2012,PA,Spring,15,EF,1,0
2012,PA,Spring,15,EF,2,0
2012,PA,Spring,15,EF,3,0
2012,PA,Spring,15,EF,4,0
2012,PA,Spring,16,EF,3,0
2012,PA,Spring,16,EF,3,0
2012,PA,Spring,17,EF,1,0
2012,PA,Spring,19,EF,2,0
2012,PA,Spring,19,EF,3,0
2012,PA,Spring,19,EF,3,0
2012,PA,Spring,2,EF,1,0
2012,PA,Spring,2,EF,2,0
2012,PA,Spring,2,EF,3,0
2012,PA,Spring,20,EF,2,0
2012,PA,Spring,20,EF,3,0
2012,PA,Spring,5,EF,3,0
2012,PA,Spring,5,EF,3,0
2012,PA,Spring,6,EF,1,0
2012,PA,Spring,8,EF,2,0
2012,PA,Spring,9,EF,1,0
2012,PA,Spring,9,EF,4,0
2012,VA,Spring,1,EF,2,0
2012,VA,Spring,1,EF,3,0
2012,VA,Spring,11,EF,1,0
2012,VA,Spring,11,EF,2,0
2012,VA,Spring,12,EF,1,0
2012,VA,Spring,12,EF,2,0
2012,VA,Spring,12,EF,3,0
2012,VA,Spring,12,EF,3,0
2012,VA,Spring,12,EF,3,0
2012,VA,Spring,13,EF,1,0
2012,VA,Spring,16,EF,3,0
2012,VA,Spring,17,EF,1,0
2012,VA,Spring,17,EF,2,0
2012,VA,Spring,18,EF,1,0
2012,VA,Spring,18,EF,2,0
2012,VA,Spring,18,EF,3,0
2012,VA,Spring,19,EF,1,0
2012,VA,Spring,19,EF,2,0
2012,VA,Spring,19,EF,3,0
2012,VA,Spring,19,EF,3,0
2012,VA,Spring,2,EF,1,0
2012,VA,Spring,20,EF,1,0
2012,VA,Spring,3,EF,1,0
2012,VA,Spring,3,EF,2,0
2012,VA,Spring,3,EF,3,0
2012,VA,Spring,4,EF,2,0
2012,VA,Spring,5,EF,3,0
2012,VA,Spring,6,EF,1,0
2012,VA,Spring,7,EF,3,0
2012,VA,Spring,9,EF,1,0
